appid,name,release_date,achievements,categories,windows,mac,linux,developer,dlc_count,languages,required_age,price,short_description,players_now,reviews_positive,reviews_negative
1593500,God of War,"Jan 14, 2022",37,2:Single-player;22:Steam Achievements;28:Full controller support;64:Adjustable Text Size;67:Camera Comfort;66:Color Alternatives;68:Custom Volume Controls;78:Adjustable Difficulty;75:Keyboard Only Option;71:Narrated Game Menus;74:Playable without Timed Input;79:Save Anytime;69:Stereo Sound;65:Subtitle Options;70:Surround Sound;23:Steam Cloud;43:Remote Play on TV;62:Family Sharing,True,False,False,Santa Monica Studio,0,English*;French*;Italian*;German*;Spanish - Spain*;Dutch;Japanese*;Korean;Polish*;Portuguese - Portugal*;Portuguese - Brazil*;Russian*;Spanish - Latin America*;Turkish;Traditional Chinese;Czech;Hungarian;Greek*languages with full audio support,17,19.99,"His vengeance against the Gods of Olympus years behind him, Kratos now lives as a man in the realm of Norse Gods and monsters. It is in this harsh, unforgiving world that he must fight to survive… and teach his son to do the same.",2462.0,112035,4660
2141910,Magic: The Gathering Arena,"May 23, 2023",0,1:Multi-player;49:PvP;36:Online PvP;27:Cross-Platform Multiplayer;35:In-App Purchases,True,True,False,Wizards of the Coast LLC,0,English*;French;Italian;German;Spanish - Spain;Japanese;Korean;Portuguese - Brazil;Russian;Spanish - Latin America*languages with full audio support,0,0.0,"Magic: The Gathering Arena empowers you to discover your strategy, meet the planeswalkers, explore the multiverse, and battle friends around the world. Start playing for free, challenge your friends, unlock cards, and feel the magic of the original fantasy CCG!",5063.0,0,0
1286830,STAR WARS™: The Old Republic™,"Jul 21, 2020",191,1:Multi-player;20:MMO;49:PvP;9:Co-op;22:Steam Achievements;29:Steam Trading Cards;35:In-App Purchases,True,False,False,Broadsword,4,English*;French*;German**languages with full audio support,0,0.0,"STAR WARS™: The Old Republic™ is a free-to-play MMORPG that puts you at the center of your own story-driven saga. Play as a Jedi, Sith, Bounty Hunter, or one of many other iconic STAR WARS roles in the galaxy far, far away over three thousand years before the classic films.",2011.0,389,51
252490,Rust,"Feb 8, 2018",92,1:Multi-player;20:MMO;49:PvP;36:Online PvP;9:Co-op;38:Online Co-op;27:Cross-Platform Multiplayer;22:Steam Achievements;29:Steam Trading Cards;30:Steam Workshop;35:In-App Purchases;8:Valve Anti-Cheat enabled;15:Stats;42:Remote Play on Tablet,True,True,False,Facepunch Studios,5,English*;French*;Italian*;German*;Spanish - Spain*;Japanese*;Korean*;Russian*;Simplified Chinese*;Ukrainian*;Polish*;Portuguese - Portugal*;Turkish*;Arabic;Czech;Danish;Dutch;Finnish;Greek;Norwegian;Portuguese - Brazil;Spanish - Latin America;Swedish;Traditional Chinese;Vietnamese*languages with full audio support,0,39.99,"The only aim in Rust is to survive. Everything wants you to die - the island’s wildlife, other inhabitants, the environment, and other survivors. Do whatever it takes to last another night.",59802.0,936155,134415
1569580,Blue Prince,"Apr 10, 2025",16,2:Single-player;22:Steam Achievements;28:Full controller support;23:Steam Cloud;62:Family Sharing,True,True,False,Dogubomb,1,English**languages with full audio support,0,19.79,"Welcome to Mt. Holly, where every dawn unveils a new mystery. Navigate through shifting corridors and ever-changing chambers in this genre-defying strategy puzzle adventure. But will your unpredictable path lead you to the rumored Room 46?",1108.0,10156,1546
294100,RimWorld,"Oct 17, 2018",0,2:Single-player;30:Steam Workshop;18:Partial Controller Support;23:Steam Cloud;42:Remote Play on Tablet;62:Family Sharing,True,True,True,Ludeon Studios,10,English;French;German;Polish;Russian;Italian;Spanish - Spain;Czech;Danish;Dutch;Hungarian;Japanese;Norwegian;Portuguese - Portugal;Portuguese - Brazil;Simplified Chinese;Swedish;Traditional Chinese;Turkish;Ukrainian;Finnish;Korean;Romanian;Spanish - Latin America,0,27.99,"A sci-fi colony sim driven by an intelligent AI storyteller. Generates stories by simulating psychology, ecology, gunplay, melee combat, climate, biomes, diplomacy, interpersonal relationships, art, medicine, trade, and more.",19004.0,188165,4038
374320,DARK SOULS™ III,"Apr 11, 2016",43,2:Single-player;1:Multi-player;9:Co-op;22:Steam Achievements;28:Full controller support;29:Steam Trading Cards;67:Camera Comfort;68:Custom Volume Controls;74:Playable without Timed Input;79:Save Anytime;69:Stereo Sound;70:Surround Sound;41:Remote Play on Phone;42:Remote Play on Tablet;43:Remote Play on TV;62:Family Sharing,True,False,False,"FromSoftware, Inc.",3,English*;French;Italian;German;Spanish - Spain;Polish;Russian;Portuguese - Brazil;Simplified Chinese;Traditional Chinese;Japanese;Korean*languages with full audio support,17,29.99,"Dark Souls continues to push the boundaries with the latest, ambitious chapter in the critically-acclaimed and genre-defining series. Prepare yourself and Embrace The Darkness!",3962.0,253159,15024
202970,Call of Duty®: Black Ops II,"Nov 12, 2012",35,2:Single-player;1:Multi-player;9:Co-op;22:Steam Achievements;28:Full controller support;29:Steam Trading Cards;23:Steam Cloud;8:Valve Anti-Cheat enabled;25:Steam Leaderboards;43:Remote Play on TV;62:Family Sharing,True,False,False,Treyarch,36,English*;French*;German*;Italian*;Spanish - Spain**languages with full audio support,17,19.79,"Pushing the boundaries of what fans have come to expect from the record-setting entertainment franchise, Call of Duty®: Black Ops II propels players into a near future Cold War",180.0,18950,3025
1245620,ELDEN RING,"Feb 24, 2022",42,2:Single-player;1:Multi-player;49:PvP;36:Online PvP;9:Co-op;38:Online Co-op;22:Steam Achievements;28:Full controller support;29:Steam Trading Cards;67:Camera Comfort;68:Custom Volume Controls;74:Playable without Timed Input;79:Save Anytime;69:Stereo Sound;70:Surround Sound;23:Steam Cloud;62:Family Sharing,True,False,False,"FromSoftware, Inc.",2,English*;French;Italian;German;Spanish - Spain;Japanese;Korean;Polish;Portuguese - Brazil;Russian;Simplified Chinese;Spanish - Latin America;Thai;Traditional Chinese;Arabic*languages with full audio support,16,59.99,"THE CRITICALLY ACCLAIMED FANTASY ACTION RPG. Rise, Tarnished, and be guided by grace to brandish the power of the Elden Ring and become an Elden Lord in the Lands Between.",15961.0,737080,54751
3527290,PEAK,"Jun 16, 2025",54,2:Single-player;1:Multi-player;9:Co-op;38:Online Co-op;22:Steam Achievements;28:Full controller support;29:Steam Trading Cards;62:Family Sharing,True,False,False,Team PEAK,0,English;French;Italian;German;Spanish - Spain;Japanese;Korean;Portuguese - Brazil;Russian;Simplified Chinese;Spanish - Latin America;Ukrainian;Polish;Turkish,0,7.99,"PEAK is a co-op climbing game where the slightest mistake can spell your doom. Either solo or as a group of lost nature scouts, your only hope of rescue from a mysterious island is to scale the mountain at its center. Do you have what it takes to reach the PEAK?",11474.0,174659,9642
361420,ASTRONEER,"Feb 5, 2019",56,2:Single-player;1:Multi-player;9:Co-op;38:Online Co-op;22:Steam Achievements;28:Full controller support;23:Steam Cloud;42:Remote Play on Tablet;43:Remote Play on TV;62:Family Sharing,True,False,False,System Era Softworks,9,English;French;Italian;German;Spanish - Spain;Dutch;Japanese;Korean;Polish;Russian;Simplified Chinese;Portuguese - Brazil;Turkish,0,8.99,"Interact with strange new worlds in a unique and tactile way, molding the environment itself as if it were clay in your hands. Build your base, master resource management, automate your production lines, and more as you unravel the mysteries of the universe, alone or with friends.",4849.0,105072,8886
3364070,The Jackbox Party Pack 11,"Oct 22, 2025",20,1:Multi-player;49:PvP;36:Online PvP;37:Shared/Split Screen PvP;9:Co-op;38:Online Co-op;39:Shared/Split Screen Co-op;24:Shared/Split Screen;22:Steam Achievements;28:Full controller support;23:Steam Cloud;44:Remote Play Together;62:Family Sharing,True,True,True,"Jackbox Games, Inc.",1,English**languages with full audio support,0,23.99,"The pack is back! The Jackbox Party Pack 11 transports your game night with 5 new games! Destroy wholesome jokes in Doominate, record your voice in Hear Say, create kookiness in Cookie Haus, sleuth through social clues in Suspectives, and collaborate with your crew in Legends of Trivia!",93.0,210,12
552990,World of Warships,"Nov 15, 2017",43,1:Multi-player;20:MMO;49:PvP;36:Online PvP;9:Co-op;38:Online Co-op;22:Steam Achievements;29:Steam Trading Cards;35:In-App Purchases;64:Adjustable Text Size;67:Camera Comfort;66:Color Alternatives;68:Custom Volume Controls;74:Playable without Timed Input;23:Steam Cloud,True,False,False,Wargaming Group Limited,24,English*;French*;German*;Czech;Japanese*;Polish*;Russian*;Thai;Turkish;Spanish - Spain*;Korean*;Portuguese - Brazil*;Traditional Chinese*;Italian*;Simplified Chinese*;Ukrainian;Dutch*;Spanish - Latin America**languages with full audio support,0,0.0,"Immerse yourself in thrilling naval battles and assemble an armada of over 600 ships from the first half of the 20th century — from stealthy destroyers to gigantic battleships. Change the look of your ship, choose upgrades to suit your play style, and go into battle with other players!",8355.0,1478,524
1222140,Detroit: Become Human,"Jun 18, 2020",48,2:Single-player;22:Steam Achievements;28:Full controller support;23:Steam Cloud;43:Remote Play on TV;62:Family Sharing,True,False,False,Quantic Dream,0,English*;French*;Italian*;German*;Spanish - Spain*;Arabic*;Czech;Danish;Finnish;Greek;Hungarian;Japanese*;Korean;Norwegian;Polish*;Portuguese - Portugal*;Portuguese - Brazil*;Spanish - Latin America*;Swedish;Turkish;Dutch;Russian*;Traditional Chinese;Simplified Chinese*languages with full audio support,17,7.99,"Detroit: Become Human puts the destiny of both mankind and androids in your hands, taking you to a near future where machines have become more intelligent than humans. Every choice you make affects the outcome of the game, with one of the most intricately branching narratives ever created.",4397.0,157376,6519
377160,Fallout 4,"Nov 9, 2015",84,2:Single-player;22:Steam Achievements;28:Full controller support;74:Playable without Timed Input;79:Save Anytime;69:Stereo Sound;70:Surround Sound;23:Steam Cloud;41:Remote Play on Phone;42:Remote Play on Tablet;43:Remote Play on TV;62:Family Sharing,True,False,False,Bethesda Game Studios,10,English*;French*;Italian*;German*;Spanish - Spain*;Polish;Portuguese - Brazil;Russian;Traditional Chinese;Japanese**languages with full audio support,17,7.99,"From Bethesda Game Studios, the award-winning creators of Starfield and The Elder Scrolls V: Skyrim, comes Fallout 4. A landmark in open-world RPG design and winner of over 200 ‘Best Of’ honors, including the DICE and BAFTA Game of the Year.",9865.0,225747,48754
3241660,R.E.P.O.,"Feb 26, 2025",0,2:Single-player;1:Multi-player;9:Co-op;38:Online Co-op;67:Camera Comfort;68:Custom Volume Controls;74:Playable without Timed Input;69:Stereo Sound;23:Steam Cloud;62:Family Sharing,True,False,False,semiwork,0,English**languages with full audio support,0,9.99,"An online co-op horror game with up to 6 players. Locate valuable, fully physics-based objects and handle them with care as you retrieve and extract to satisfy your creator's desires.",13335.0,232750,9090
2622380,ELDEN RING NIGHTREIGN,"May 29, 2025",37,2:Single-player;1:Multi-player;9:Co-op;38:Online Co-op;22:Steam Achievements;28:Full controller support;67:Camera Comfort;68:Custom Volume Controls;74:Playable without Timed Input;69:Stereo Sound;70:Surround Sound;23:Steam Cloud;62:Family Sharing,True,False,False,"FromSoftware, Inc.",1,English*;Japanese;French;Italian;German;Spanish - Spain;Arabic;Korean;Polish;Portuguese - Brazil;Russian;Simplified Chinese;Spanish - Latin America;Thai;Traditional Chinese*languages with full audio support,17,39.99,"ELDEN RING NIGHTREIGN is a standalone adventure within the ELDEN RING universe, crafted to offer players a new gaming experience by reimagining the game’s core design.",15317.0,90455,18182
1817190,Marvel’s Spider-Man: Miles Morales,"Nov 18, 2022",50,2:Single-player;22:Steam Achievements;64:Adjustable Text Size;67:Camera Comfort;66:Color Alternatives;68:Custom Volume Controls;78:Adjustable Difficulty;74:Playable without Timed Input;79:Save Anytime;69:Stereo Sound;65:Subtitle Options;70:Surround Sound;18:Partial Controller Support;23:Steam Cloud;43:Remote Play on TV;62:Family Sharing,True,False,False,Insomniac Games,0,English*;French*;Italian*;German*;Spanish - Spain*;Czech;Danish;Dutch;Finnish;Greek;Hungarian;Japanese*;Korean;Norwegian;Polish*;Portuguese - Brazil*;Portuguese - Portugal*;Russian*;Simplified Chinese;Spanish - Latin America*;Swedish;Traditional Chinese*languages with full audio support,0,19.99,"After the events of Marvel’s Spider-Man Remastered, teenage Miles Morales is adjusting to his new home while following in the footsteps of his mentor, Peter Parker, as a new Spider-Man. When a fierce power struggle threatens to destroy his home, Miles must take up the mantle of Spider-Man and own it",1159.0,30155,2172
578080,PUBG: BATTLEGROUNDS,"Dec 21, 2017",37,1:Multi-player;49:PvP;36:Online PvP;15:Stats;41:Remote Play on Phone;42:Remote Play on Tablet,True,False,False,PUBG Corporation,0,English;Korean;Simplified Chinese;French;German;Spanish - Spain;Arabic;Japanese;Polish;Portuguese - Portugal;Russian;Turkish;Thai;Italian;Portuguese - Brazil;Traditional Chinese;Ukrainian,13,0.0,"PUBG: BATTLEGROUNDS, the high-stakes winner-take-all shooter that started the Battle Royale craze, is free-to-play! Drop into diverse maps, loot unique weapons and supplies, and survive in an ever-shrinking zone where every turn could be your last.",263769.0,975206,776396
2515020,FINAL FANTASY XVI,"Sep 17, 2024",69,2:Single-player;22:Steam Achievements;28:Full controller support;29:Steam Trading Cards;13:Captions available;23:Steam Cloud;61:HDR available;62:Family Sharing,True,False,False,Square Enix,5,English*;French*;Italian*;German*;Spanish - Spain;Arabic;Spanish - Latin America*;Portuguese - Brazil;Polish;Russian;Simplified Chinese;Traditional Chinese;Japanese*;Korean*languages with full audio support,0,24.99,"An epic dark fantasy where fates are decided by mighty Eikons and the Dominants who wield them. This is the tale of Clive Rosfield, a tragic warrior who swears revenge on the Dark Eikon Ifrit, a mysterious entity that leaves naught but calamity in its wake.",1238.0,14861,3894
3274580,Anno 117: Pax Romana,"Nov 12, 2025",50,2:Single-player;1:Multi-player;49:PvP;36:Online PvP;9:Co-op;38:Online Co-op;22:Steam Achievements;28:Full controller support,True,False,False,Ubisoft Mainz,1,English*;French*;Italian;German*;Spanish - Spain;Japanese;Korean;Polish;Portuguese - Brazil;Russian;Simplified Chinese*;Traditional Chinese*languages with full audio support,0,59.99,"Shape the Roman Empire in this genre-defining strategic builder game. Build cities while expanding your influence through Roman provinces. Govern using your economic prowess, diplomatic skills, or military might.",6445.0,4526,1898
1857950,VEIN,"Oct 24, 2025",0,2:Single-player;1:Multi-player;49:PvP;36:Online PvP;9:Co-op;38:Online Co-op;64:Adjustable Text Size;67:Camera Comfort;68:Custom Volume Controls;78:Adjustable Difficulty;79:Save Anytime;69:Stereo Sound;70:Surround Sound;23:Steam Cloud;62:Family Sharing,True,False,True,Ramjet Studios,1,English**languages with full audio support,0,19.99,"VEIN is a post-apocalyptic survival multiplayer sandbox game. Gather supplies to survive, explore abandoned buildings, defend your home, and rebuild society, whether alone or with friends.",1977.0,4507,404
3059520,F1® 25,"May 30, 2025",46,2:Single-player;1:Multi-player;49:PvP;36:Online PvP;47:LAN PvP;37:Shared/Split Screen PvP;9:Co-op;38:Online Co-op;48:LAN Co-op;24:Shared/Split Screen;27:Cross-Platform Multiplayer;22:Steam Achievements;28:Full controller support;53:VR Supported;30:Steam Workshop;35:In-App Purchases;78:Adjustable Difficulty;75:Keyboard Only Option;74:Playable without Timed Input;69:Stereo Sound;70:Surround Sound;23:Steam Cloud;61:HDR available;62:Family Sharing,True,False,False,Codemasters,2,English*;French*;Italian*;German*;Spanish - Spain*;Dutch*;Japanese*;Polish;Portuguese - Brazil*;Simplified Chinese*;Spanish - Latin America**languages with full audio support,0,29.99,"Leave your mark on the world of racing in F1® 25, the official video game of the 2025 FIA Formula One World Championship™, featuring a revamped My Team mode, the thrilling third chapter of Braking Point, and more!",4143.0,9724,1319
2827200,MIMESIS,"Oct 27, 2025",0,1:Multi-player;9:Co-op;38:Online Co-op;28:Full controller support;23:Steam Cloud;62:Family Sharing,True,False,False,"ReLU Games, Inc.",0,English;Simplified Chinese;Korean;Traditional Chinese;Japanese;French;Italian;German;Spanish - Spain;Portuguese - Brazil;Russian;Thai;Ukrainian;Vietnamese,0,9.99,"4 Player co-op survival horror game. When the cursed rain falls, 'Mimesis' appear, perfectly imitating your teammates, bringing a new level of tension you've never experienced before.",859.0,2985,506
1888930,The Last of Us™ Part I,"Mar 28, 2023",29,2:Single-player;22:Steam Achievements;28:Full controller support;29:Steam Trading Cards;64:Adjustable Text Size;67:Camera Comfort;66:Color Alternatives;68:Custom Volume Controls;78:Adjustable Difficulty;71:Narrated Game Menus;79:Save Anytime;69:Stereo Sound;65:Subtitle Options;70:Surround Sound;23:Steam Cloud;43:Remote Play on TV;62:Family Sharing,True,False,False,Naughty Dog LLC,0,English*;Italian*;Spanish - Spain*;Czech;Dutch;Greek*;French*;German*;Danish;Finnish;Hungarian;Japanese*;Korean;Norwegian;Polish*;Portuguese - Brazil*;Portuguese - Portugal*;Russian*;Simplified Chinese;Spanish - Latin America*;Swedish;Thai;Traditional Chinese;Turkish*;Croatian*languages with full audio support,17,29.99,"Discover the award-winning game that inspired the critically acclaimed television show. Guide Joel and Ellie through a post-apocalyptic America, and encounter unforgettable allies and enemies in The Last of Us™.",1486.0,44566,9453
3450310,Europa Universalis V,"Nov 4, 2025",50,2:Single-player;1:Multi-player;49:PvP;36:Online PvP;9:Co-op;38:Online Co-op;22:Steam Achievements;29:Steam Trading Cards;30:Steam Workshop;23:Steam Cloud;62:Family Sharing,True,False,False,Paradox Tinto,2,English;French;German;Spanish - Spain;Japanese;Korean;Polish;Portuguese - Brazil;Russian;Simplified Chinese;Turkish,0,59.99,"Use war, trade or diplomacy to satisfy your grandest ambitions and dominate five centuries of history in the newest version of Europa Universalis, Paradox Interactive's flagship historical grand strategy game.",16395.0,12169,3302
814380,Sekiro™: Shadows Die Twice - GOTY Edition,"Mar 21, 2019",34,2:Single-player;22:Steam Achievements;28:Full controller support;29:Steam Trading Cards;23:Steam Cloud;42:Remote Play on Tablet;43:Remote Play on TV;62:Family Sharing,True,False,False,"FromSoftware, Inc.",0,English*;French*;Italian*;German*;Spanish - Spain*;Japanese*;Korean;Polish;Russian;Simplified Chinese;Thai;Traditional Chinese;Portuguese - Brazil*languages with full audio support,17,29.99,"Game of the Year - The Game Awards 2019 Best Action Game of 2019 - IGN Carve your own clever path to vengeance in the award winning adventure from developer FromSoftware, creators of Bloodborne and the Dark Souls series. Take Revenge. Restore Your Honor. Kill Ingeniously.",4371.0,233614,12175
2531310,The Last of Us™ Part II Remastered,"Apr 3, 2025",45,2:Single-player;22:Steam Achievements;28:Full controller support;64:Adjustable Text Size;67:Camera Comfort;66:Color Alternatives;68:Custom Volume Controls;78:Adjustable Difficulty;71:Narrated Game Menus;79:Save Anytime;69:Stereo Sound;65:Subtitle Options;70:Surround Sound;23:Steam Cloud;61:HDR available;62:Family Sharing,True,False,False,Naughty Dog LLC,0,English*;French*;Italian*;German*;Spanish - Spain*;Czech;Danish;Dutch;Finnish;Greek*;Hungarian;Japanese*;Korean;Norwegian;Polish*;Portuguese - Brazil*;Portuguese - Portugal*;Russian*;Simplified Chinese;Spanish - Latin America*;Swedish;Thai;Traditional Chinese;Turkish*;Croatian*languages with full audio support,17,39.99,"Experience the winner of over 300 Game of the Year awards, now on PC. Discover Ellie and Abby’s story with graphical enhancements, gameplay modes like the roguelike survival experience No Return, and more.",1399.0,21137,2163
570940,DARK SOULS™: REMASTERED,"May 23, 2018",41,2:Single-player;1:Multi-player;22:Steam Achievements;28:Full controller support;41:Remote Play on Phone;42:Remote Play on Tablet;43:Remote Play on TV;62:Family Sharing,True,False,False,QLOC,0,English*;French;Italian;German;Spanish - Spain;Japanese;Korean;Polish;Portuguese - Brazil;Russian;Simplified Chinese;Traditional Chinese*languages with full audio support,17,19.99,"Then, there was fire. Re-experience the critically acclaimed, genre-defining game that started it all. Beautifully remastered, return to Lordran in stunning high-definition detail running at 60fps.",2548.0,82306,7177
2420110,Horizon Forbidden West™ Complete Edition,"Mar 21, 2024",80,2:Single-player;22:Steam Achievements;28:Full controller support;64:Adjustable Text Size;67:Camera Comfort;66:Color Alternatives;68:Custom Volume Controls;78:Adjustable Difficulty;69:Stereo Sound;65:Subtitle Options;70:Surround Sound;23:Steam Cloud;61:HDR available;62:Family Sharing,True,False,False,Guerrilla,0,English*;French*;Italian*;German*;Spanish - Spain*;Arabic*;Czech;Danish;Dutch;Finnish;Greek;Hungarian;Japanese*;Korean;Norwegian;Polish*;Portuguese - Brazil*;Portuguese - Portugal*;Russian*;Simplified Chinese;Spanish - Latin America*;Swedish;Thai;Traditional Chinese;Turkish*languages with full audio support,13,35.99,"Experience the epic Horizon Forbidden West™ in its entirety with bonus content and the Burning Shores expansion included. The Burning Shores add-on contains additional content for Aloy’s adventure, including new storylines, characters, and experiences in a stunning yet hazardous new area.",1308.0,15232,1968
1091500,Cyberpunk 2077,"Dec 9, 2020",57,2:Single-player;22:Steam Achievements;28:Full controller support;29:Steam Trading Cards;64:Adjustable Text Size;67:Camera Comfort;66:Color Alternatives;68:Custom Volume Controls;78:Adjustable Difficulty;74:Playable without Timed Input;79:Save Anytime;69:Stereo Sound;65:Subtitle Options;70:Surround Sound;23:Steam Cloud;62:Family Sharing,True,True,False,CD PROJEKT RED,3,English*;French*;Italian*;German*;Spanish - Spain*;Arabic;Czech;Hungarian;Japanese*;Korean*;Polish*;Portuguese - Brazil*;Russian*;Simplified Chinese*;Spanish - Latin America;Thai;Traditional Chinese;Turkish;Ukrainian*languages with full audio support,17,59.99,"Cyberpunk 2077 is an open-world, action-adventure RPG set in the dark future of Night City — a dangerous megalopolis obsessed with power, glamor, and ceaseless body modification.",17346.0,690731,108944
3164330,Infinity Nikki,"Apr 28, 2025",34,2:Single-player;1:Multi-player;9:Co-op;27:Cross-Platform Multiplayer;22:Steam Achievements;35:In-App Purchases;18:Partial Controller Support,True,False,False,Infold Games,0,English*;French;Italian;German;Indonesian;Japanese*;Thai;Simplified Chinese*;Traditional Chinese;Portuguese - Brazil;Spanish - Latin America;Korean*languages with full audio support,0,0.0,"Embark on a cozy open-world adventure filled with vast landscape, mystical puzzles and unexpected platforming challenges. Dress up not just for style, but to unravel hidden mysteries, interact with a vibrant environment, and experience the freedom to explore at your own pace.",3362.0,0,0
3164500,Schedule I,"Mar 24, 2025",13,2:Single-player;1:Multi-player;9:Co-op;38:Online Co-op;22:Steam Achievements;64:Adjustable Text Size;67:Camera Comfort;68:Custom Volume Controls;79:Save Anytime;69:Stereo Sound;23:Steam Cloud;62:Family Sharing,True,False,False,TVGS,0,English**languages with full audio support,0,19.99,"From small-time dope pusher to kingpin - manufacture and distribute a range of drugs throughout the grungy city of Hyland Point. Expand your empire with properties, businesses, employees and more.",5636.0,228640,4636
39210,FINAL FANTASY XIV Online,"Feb 18, 2014",0,2:Single-player;1:Multi-player;20:MMO;49:PvP;36:Online PvP;9:Co-op;38:Online Co-op;27:Cross-Platform Multiplayer;64:Adjustable Text Size;68:Custom Volume Controls;75:Keyboard Only Option;79:Save Anytime;69:Stereo Sound;70:Surround Sound;18:Partial Controller Support;42:Remote Play on Tablet;62:Family Sharing,True,False,False,Square Enix,18,English*;French*;German*;Japanese**languages with full audio support,13,19.99,"Join over 30 million adventurers worldwide and take part in an epic and ever-changing FINAL FANTASY. Experience an unforgettable story, exhilarating battles, and a myriad of captivating environments to explore.",8538.0,65359,10313
2429640,THRONE AND LIBERTY,"Oct 1, 2024",48,1:Multi-player;20:MMO;49:PvP;36:Online PvP;9:Co-op;38:Online Co-op;27:Cross-Platform Multiplayer;22:Steam Achievements;28:Full controller support;35:In-App Purchases;64:Adjustable Text Size;67:Camera Comfort;66:Color Alternatives;68:Custom Volume Controls;74:Playable without Timed Input;79:Save Anytime;69:Stereo Sound;70:Surround Sound,True,False,False,NCSOFT,6,English*;French;German;Japanese*;Portuguese - Brazil;Spanish - Latin America;Korean*;Traditional Chinese*languages with full audio support,13,0.0,"THRONE AND LIBERTY captures the essence of classic MMORPGs while introducing new gameplay elements, depth and excitement at every turn. Gather your guild, prepare for battle, and set forth for throne... and liberty!",4880.0,7716,3106
1693980,Dead Space,"Jan 27, 2023",47,2:Single-player;22:Steam Achievements;28:Full controller support;67:Camera Comfort;66:Color Alternatives;68:Custom Volume Controls;78:Adjustable Difficulty;75:Keyboard Only Option;69:Stereo Sound;65:Subtitle Options;70:Surround Sound;23:Steam Cloud;61:HDR available;62:Family Sharing,True,False,False,Motive,1,English*;French*;Italian*;German*;Spanish - Spain*;Japanese;Korean;Polish*;Simplified Chinese*;Spanish - Latin America;Traditional Chinese;Portuguese - Brazil*languages with full audio support,17,8.99,"The sci-fi survival-horror classic returns, completely rebuilt to offer an even more immersive experience — including visual, audio, and gameplay improvements — while staying faithful to the original game’s thrilling vision.",1241.0,45780,4472
3405340,Megabonk,"Sep 18, 2025",108,2:Single-player;22:Steam Achievements;28:Full controller support;67:Camera Comfort;74:Playable without Timed Input;69:Stereo Sound;70:Surround Sound;23:Steam Cloud;15:Stats;25:Steam Leaderboards;62:Family Sharing;63:Steam Timeline,True,False,True,vedinad,1,English;French;Italian;German;Spanish - Spain;Czech;Japanese;Korean;Polish;Portuguese - Brazil;Russian;Simplified Chinese;Spanish - Latin America;Thai;Traditional Chinese;Turkish;Ukrainian,0,9.99,"Smash your way through endless waves of enemies and grow absurdly powerful! Grab loot, level up, unlock characters and upgrade to create unique and crazy builds as you fend off hordes of creatures!",10354.0,61975,3295
2344520,Diablo® IV,"Oct 17, 2023",35,2:Single-player;1:Multi-player;49:PvP;36:Online PvP;9:Co-op;38:Online Co-op;27:Cross-Platform Multiplayer;22:Steam Achievements;28:Full controller support;35:In-App Purchases;64:Adjustable Text Size;67:Camera Comfort;66:Color Alternatives;78:Adjustable Difficulty;75:Keyboard Only Option;76:Mouse Only Option;71:Narrated Game Menus;74:Playable without Timed Input;79:Save Anytime;69:Stereo Sound;65:Subtitle Options,True,False,False,"Blizzard Entertainment, Inc.",3,English*;French*;Italian*;German*;Spanish - Spain*;Japanese*;Korean*;Polish*;Portuguese - Brazil*;Russian*;Spanish - Latin America*;Traditional Chinese*;Simplified Chinese*;Turkish*languages with full audio support,17,24.99,"Join the fight for Sanctuary in Diablo® IV, the ultimate action RPG adventure. Experience the critically acclaimed campaign and new seasonal content.",4954.0,30787,12250
2909400,FINAL FANTASY VII REBIRTH,"Jan 23, 2025",61,2:Single-player;22:Steam Achievements;28:Full controller support;29:Steam Trading Cards;23:Steam Cloud;61:HDR available;62:Family Sharing,True,False,False,Square Enix,2,English*;French*;Italian;German*;Spanish - Spain;Japanese*;Korean;Portuguese - Brazil;Simplified Chinese;Spanish - Latin America;Traditional Chinese*languages with full audio support,13,34.99,"The Unknown Journey Continues... After escaping the city of Midgar, Cloud and his friends set out on a journey across the planet. New adventures await in a vibrant, expansive world in this standalone entry of the FFVII remake trilogy.",1485.0,13826,4003
2893820,Of Ash and Steel,"Nov 24, 2025",30,2:Single-player;22:Steam Achievements;29:Steam Trading Cards;23:Steam Cloud;62:Family Sharing,True,False,False,Fire & Frost,0,English*;Russian*;French;German;Spanish - Spain;Japanese;Polish;Simplified Chinese*languages with full audio support,0,23.99,"Of Ash and Steel is an immersive third-person open-world RPG created by a passionate team that values the essence of classic old-school RPGs and modern design. Explore the lands of a once-prosperous island, hone your combat skills, and survive in the unforgiving realm of the Kingdom of the Seven.",2585.0,853,372
1643320,S.T.A.L.K.E.R. 2: Heart of Chornobyl,"Nov 20, 2024",58,2:Single-player;22:Steam Achievements;29:Steam Trading Cards;30:Steam Workshop;18:Partial Controller Support;23:Steam Cloud;61:HDR available;62:Family Sharing,True,False,False,GSC Game World,2,English*;French;Italian;German;Spanish - Spain;Japanese;Korean;Polish;Portuguese - Brazil;Russian;Simplified Chinese;Traditional Chinese;Ukrainian*;Arabic;Czech;Spanish - Latin America;Turkish;Serbian*languages with full audio support,0,41.99,"Discover the vast Chornobyl Exclusion Zone full of dangerous enemies, deadly anomalies and powerful artifacts. Unveil your own epic story as you make your way to the Heart of Chornobyl. Make your choices wisely, as they will determine your fate in the end.",4044.0,75622,17751
